,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,8
Coverage,1.0
Entropy,747.1673049926758
Silhouette,-0.01660736105647326
Modularity,0.03155092592592593
model_name,TimeVAE_model9
