Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model30
Modularity,0.48881870995019444
Silhouette Score,-0.11440425366163254
Davies Bouldin Index,1.7701715155759272
Num Communities,8
