Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model14
Modularity,0.08061840722548363
Silhouette Score,0.031630463898181915
Davies Bouldin Index,1.9757543103448276
Num Communities,2
