Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model63
Modularity,0.3409765914831169
Silhouette Score,-0.026034824550151825
Davies Bouldin Index,2.7980644863266813
Num Communities,4
