Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model15
Modularity,0.036480980401911084
Silhouette Score,0.0872444361448288
Davies Bouldin Index,1.9776425288784
Num Communities,2
