,Value
Method,SpectralBiclustering
Model_name,TimeVAE_model9
Distance Metric,manhattan
Number of Clusters,3
Coverage,1.0
Entropy Samples,1.0971297078373583
Entropy Features,0.664508077134021
Silhouette Samples,0.016858489505756726
Silhouette Features,0.10649228984179102
Modularity,0.08731481481481482
