Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model55
Modularity,0.09584729333668175
Silhouette Score,-0.11683067679405212
Davies Bouldin Index,1.9417390887979125
Num Communities,3
