,Value
Method,SpectralBiclustering
Model_name,TimeVAE_model9
Distance Metric,manhattan
Number of Clusters,6
Coverage,1.0
Entropy Samples,1.664679346277727
Entropy Features,1.5215026120636084
Silhouette Samples,0.008628833529882265
Silhouette Features,0.10674967429402163
Modularity,0.04342592592592592
