,Value
Method,Bipartite Spectral Graph Partitioning
Model Name,TimeVAE_model9
Number of Clusters,3
Coverage,0.33241319444444445
Entropy Samples,1.0933640477753483
Entropy Features,1.0980670237477408
Silhouette Samples,-0.019619557233158873
Silhouette Features,-0.002517184660119842
Modularity,-0.002825003033037843
