,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,7
Coverage,1.0
Entropy,658.7416207449777
Silhouette,-0.008201389990608732
Modularity,0.036180555555555556
model_name,TimeVAE_model8
