,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,7
Coverage,0.011342592592592593
Entropy Samples,2.54789199533111
Entropy Features,2.465347275584621
Silhouette Samples,0.08390347295957878
Silhouette Features,0.11757148506593497
Model Name,TimeVAE_model9
