,Value
Method,SpectralBiclustering
Distance Metric,euclidean
Number of Clusters,4
Coverage,0.003703703703703704
Entropy Samples,1.9377912897157523
Entropy Features,1.2730096548354992
Silhouette Samples,0.1329390663430467
Silhouette Features,-0.23290460323050843
Model Name,TimeVAE_model9
