Item,Value
Graph Construction Method,aggregate
Distance Metric,euclidean
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.6768732035928667
Silhouette Score,0.0686601265416795
Davies Bouldin Index,1.3111685663229498
Num Communities,9
