Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.46384968825972817
Silhouette Score,0.005096080583623105
Davies Bouldin Index,2.140174665517131
Num Communities,4
