,Value
Method,SpectralBiclustering
Distance Metric,euclidean
Number of Clusters,6
Coverage,6.944444444444444e-05
Entropy Samples,2.3932935516435427
Entropy Features,2.421103353289777
Silhouette Samples,0.025200157536014334
Silhouette Features,0.062430084257015336
Model Name,TimeVAE_model9
