Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model7
Modularity,0.03830641486017469
Silhouette Score,0.04995892196893692
Davies Bouldin Index,1.9771428571428573
Num Communities,2
