Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model66
Modularity,0.37768540211044377
Silhouette Score,-0.03927502781152725
Davies Bouldin Index,2.874753694581281
Num Communities,6
