,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,6
Coverage,1.0
Entropy,772.9921569824219
Silhouette,-0.012193384810578007
Modularity,0.04255208333333333
model_name,TimeVAE_model8
