Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model39
Modularity,0.03909108268422723
Silhouette Score,0.057065922766923904
Davies Bouldin Index,1.9773755656108598
Num Communities,2
