Item,Value
Graph Construction Method,aggregate
Distance Metric,manhattan
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Modularity,0.08751249819111995
Silhouette Score,0.015020979224569735
Davies Bouldin Index,1.9590452355863315
Num Communities,3
