Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model36
Modularity,0.41558177952289554
Silhouette Score,-0.10341860353946686
Davies Bouldin Index,2.928767880544469
Num Communities,7
