Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model35
Modularity,0.34856961352880017
Silhouette Score,-0.028820039704442024
Davies Bouldin Index,2.684264069264069
Num Communities,4
