Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model37
Modularity,0.32581883056996697
Silhouette Score,-0.07303915917873383
Davies Bouldin Index,2.510096153846154
Num Communities,4
