,Value
Method,spectral
Distance Metric,euclidean
Number of Clusters,5
Coverage,1.0
Entropy,831.1108154296875
Silhouette,-0.0009043562232464966
Modularity,0.05807291666666667
model_name,TimeVAE_model8
