Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model68
Modularity,0.2899491468238132
Silhouette Score,-0.022721009328961372
Davies Bouldin Index,2.4987376879798484
Num Communities,4
