Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model14
Modularity,0.41572317284785865
Silhouette Score,-0.13978742063045502
Davies Bouldin Index,2.7998352634861585
Num Communities,9
