Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model7
Modularity,0.03598539985406782
Silhouette Score,0.037278756499290466
Davies Bouldin Index,1.9763655462184875
Num Communities,2
