Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model31
Modularity,0.4054803365321946
Silhouette Score,-0.07702943682670593
Davies Bouldin Index,2.481101978009774
Num Communities,6
