Item,Value
Graph Construction Method,aggregate
Distance Metric,cosine
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.6457746230659103
Silhouette Score,-0.008680927673222365
Davies Bouldin Index,1.7386724386724388
Num Communities,9
