,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,8
Coverage,1.0
Entropy,572.625545501709
Silhouette,-0.00964514503135029
Modularity,0.031163194444444445
model_name,TimeVAE_model8
