,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,10
Coverage,1.0
Entropy,455.26958923339845
Silhouette,-0.02541294714384195
Modularity,0.025572916666666667
model_name,TimeVAE_model8
