,Value
Method,Bipartite Spectral Graph Partitioning
Model Name,TimeVAE_model9
Number of Clusters,10
Coverage,0.1002025462962963
Entropy Samples,2.255523167347754
Entropy Features,2.300356057015063
Silhouette Samples,-0.07195928094195878
Silhouette Features,-0.010261080074963118
Modularity,-0.0022101241435302788
