,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,3
Coverage,1.0
Entropy,2054.7174072265625
Silhouette,0.008624353406695364
Modularity,0.08372685185185186
model_name,TimeVAE_model9
