Item,Value
Graph Construction Method,aggregate
Distance Metric,manhattan
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.5738591399660883
Silhouette Score,0.10040353668577957
Davies Bouldin Index,2.0991720468675275
Num Communities,4
