,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,8
Coverage,1.0
Entropy,576.3296203613281
Silhouette,-0.015752600378780495
Modularity,0.030069444444444444
model_name,TimeVAE_model8
