Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.4911109931845291
Silhouette Score,0.04345358765149986
Davies Bouldin Index,2.223667331658379
Num Communities,4
