Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model19
Modularity,0.3245202270191012
Silhouette Score,-0.052070025354623795
Davies Bouldin Index,2.6568027210884355
Num Communities,7
