,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,10
Coverage,0.023148148148148147
Entropy Samples,3.0734936082750863
Entropy Features,3.121653522439333
Silhouette Samples,0.042895873058927954
Silhouette Features,0.16189636516900394
Model Name,TimeVAE_model9
