Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model48
Modularity,0.4356235819774726
Silhouette Score,-0.012944736517965794
Davies Bouldin Index,1.4679710083196702
Num Communities,4
