Item,Value
Graph Construction Method,aggregate
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.6066958208781469
Silhouette Score,0.06499426175566385
Davies Bouldin Index,1.3777209174268001
Num Communities,6
