,Value
Method,SpectralBiclustering
Distance Metric,euclidean
Number of Clusters,10
Coverage,0.023148148148148147
Entropy Samples,3.0734936082750863
Entropy Features,3.121653522439333
Silhouette Samples,0.08109810131565681
Silhouette Features,0.10118775871130391
Model Name,TimeVAE_model9
