Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model67
Modularity,0.37859921836427757
Silhouette Score,-0.03846193104982376
Davies Bouldin Index,2.5599796849796848
Num Communities,6
