Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model15
Modularity,0.3433077232886745
Silhouette Score,-0.10125168412923813
Davies Bouldin Index,2.2449439235153528
Num Communities,7
