Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.47068092091922503
Silhouette Score,0.024531280198170125
Davies Bouldin Index,2.2445995670995673
Num Communities,5
