,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,9
Coverage,1.0
Entropy,663.1774291992188
Silhouette,-0.02324770298223151
Modularity,0.02789351851851852
model_name,TimeVAE_model9
