Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model27
Modularity,0.0496254490243731
Silhouette Score,0.08916601538658142
Davies Bouldin Index,1.9771428571428573
Num Communities,2
