Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model59
Modularity,0.4118627397525613
Silhouette Score,-0.15043970942497253
Davies Bouldin Index,2.7676259168089237
Num Communities,9
