,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,6
Coverage,1.0
Entropy,1010.546620686849
Silhouette,-0.03475966462703784
Modularity,0.040601851851851854
model_name,TimeVAE_model9
