Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model54
Modularity,0.45455503749484416
Silhouette Score,-0.13354240357875824
Davies Bouldin Index,2.478835547874449
Num Communities,10
