Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model44
Modularity,0.2644247326277321
Silhouette Score,-0.04339081421494484
Davies Bouldin Index,2.5290457091927676
Num Communities,4
