,Value
Method,Bipartite Spectral Graph Partitioning
Model Name,TimeVAE_model9
Number of Clusters,3
Coverage,0.33241319444444445
Entropy Samples,1.0933640477753483
Entropy Features,1.0980670237477408
Silhouette Samples,-0.03857419327657027
Silhouette Features,-0.002274454955742341
Modularity,-0.0028299188255071495
