Item,Value
Graph Construction Method,aggregate
Distance Metric,euclidean
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.6788354267068225
Silhouette Score,0.08104841466636536
Davies Bouldin Index,1.1990996670953566
Num Communities,8
