Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model57
Modularity,0.32085378866306496
Silhouette Score,-0.06952213495969772
Davies Bouldin Index,2.600263124117572
Num Communities,5
