Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model28
Modularity,0.5098540577149623
Silhouette Score,-0.061548538506031036
Davies Bouldin Index,2.14093466333902
Num Communities,7
