,Value
Method,SpectralBiclustering
Distance Metric,manhattan
Number of Clusters,10
Coverage,0.023148148148148147
Entropy Samples,3.0734936082750863
Entropy Features,3.121653522439333
Silhouette Samples,0.0642200036013211
Silhouette Features,0.08966581406466284
Model Name,TimeVAE_model9
