,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,6
Coverage,0.008333333333333333
Entropy Samples,2.4102400315610093
Entropy Features,2.3820139422512874
Silhouette Samples,0.06429043855143393
Silhouette Features,0.24272839317564357
Model Name,TimeVAE_model9
