Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model38
Modularity,0.03717904704989636
Silhouette Score,0.04577115550637245
Davies Bouldin Index,1.976741181031141
Num Communities,2
