Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model8
Modularity,0.36577138070478765
Silhouette Score,-0.057584911584854126
Davies Bouldin Index,3.0063014922129168
Num Communities,6
