,Value
Method,SpectralBiclustering
Model_name,TimeVAE_model9
Distance Metric,euclidean
Number of Clusters,8
Coverage,1.0
Entropy Samples,1.861330253969376
Entropy Features,1.8433717274119843
Silhouette Samples,0.02042296355260381
Silhouette Features,0.13137487053560715
Modularity,0.029861111111111113
