,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,4
Coverage,1.0
Entropy,1171.8927612304688
Silhouette,0.0024874259297676974
Modularity,0.06319444444444444
model_name,TimeVAE_model8
