,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,10
Coverage,1.0
Entropy,456.0597808837891
Silhouette,-0.08032699561019613
Modularity,0.024930555555555556
model_name,TimeVAE_model8
