,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,8
Coverage,0.0001234567901234568
Entropy Samples,2.763604980013291
Entropy Features,2.851533949780577
Silhouette Samples,-0.08542112771078059
Silhouette Features,0.06346299724647322
Model Name,TimeVAE_model9
