,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,7
Coverage,1.0
Entropy,658.9355119977679
Silhouette,-0.013048088253197533
Modularity,0.035590277777777776
model_name,TimeVAE_model8
