,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,7
Coverage,9.45216049382716e-05
Entropy Samples,2.674866181183188
Entropy Features,2.6523754583685752
Silhouette Samples,-0.0573369136144807
Silhouette Features,0.06603270576164685
Model Name,TimeVAE_model9
